0.000000 -0.000000 -0.050000
0.050000 0.000000 -0.549723
0.100000 0.000000 -1.048072
0.150000 0.000000 -1.543801
0.200000 0.000000 -2.035672
0.250000 0.000000 -2.522454
0.300000 0.000000 -3.002932
0.350000 0.000000 -3.475904
0.400000 0.001717 -2.940000
0.450000 0.062746 -2.940000
0.500000 0.143800 -2.940000
0.550000 0.241280 -2.940000
0.600000 0.350915 -2.940000
0.650000 0.467922 -2.940000
0.700000 0.587197 -2.940000
0.750000 0.703496 -2.940000
0.800000 0.811640 -2.940000
0.850000 0.906711 -2.940000
0.900000 0.984236 -2.940000
0.950000 1.040358 -2.940000
1.000000 1.071983 -2.940000
1.050000 1.076892 -2.940000
1.100000 1.053833 -2.940000
1.150000 1.002568 -2.940000
1.200000 0.923887 -2.940000
1.250000 0.819582 -2.940000
1.300000 0.692380 -2.940000
1.350000 0.545842 -2.940000
1.400000 0.384235 -2.940000
1.450000 0.212380 -2.940000
1.500000 0.035472 -2.940000
1.550000 0.000161 -2.940000
1.600000 0.000075 2.940000
1.650000 0.000088 2.940000
1.700000 0.000001 0.683568
1.750000 0.000001 0.762826
1.800000 0.000001 0.866656
1.850000 0.000001 0.994798
1.900000 0.000001 1.146932
1.950000 0.000001 1.322678
2.000000 0.000001 1.521597
2.050000 0.000001 1.743191
2.100000 0.000001 1.986907
2.150000 0.000001 2.252135
2.200000 0.000001 2.538212
2.250000 0.000001 2.844424
2.300000 0.000001 3.170005
2.350000 0.000001 3.514141
2.400000 0.000001 3.875973
2.450000 -0.049599 2.940000
2.500000 -0.122981 2.940000
2.550000 -0.211797 2.940000
2.600000 -0.313444 2.940000
2.650000 -0.424785 2.940000
2.700000 -0.542269 2.940000
2.750000 -0.662061 2.940000
2.800000 -0.780178 2.940000
2.850000 -0.892647 2.940000
2.900000 -0.995644 2.940000
2.950000 -1.085646 2.940000
3.000000 -1.159548 2.940000
3.050000 -1.214787 2.940000
3.100000 -1.249436 2.940000
3.150000 -1.262277 2.940000
3.200000 -1.252846 2.940000
3.250000 -1.221446 2.940000
3.300000 -1.169142 2.940000
3.350000 -1.097718 2.940000
3.400000 -1.009608 2.940000
3.450000 -0.907812 2.940000
3.500000 -0.795784 2.940000
3.550000 -0.677299 2.940000
3.600000 -0.556315 2.940000
3.650000 -0.436822 2.940000
3.700000 -0.322707 2.940000
3.750000 -0.217596 2.940000
3.800000 -0.124729 2.940000
3.850000 -0.046837 2.940000
3.900000 -0.000001 1.904494
3.950000 -0.000001 2.256945
4.000000 -0.000001 2.591234
4.050000 -0.000001 2.906526
4.100000 -0.000001 3.202031
4.150000 -0.000001 3.477013
4.200000 -0.000001 3.730783
4.250000 -0.009391 2.940000
4.300000 -0.065309 2.940000
4.350000 -0.128648 2.940000
4.400000 -0.195892 2.940000
4.450000 -0.263347 2.940000
4.500000 -0.327301 2.940000
4.550000 -0.384148 2.940000
4.600000 -0.430538 2.940000
4.650000 -0.463501 2.940000
4.700000 -0.480567 2.940000
4.750000 -0.479850 2.940000
4.800000 -0.460135 2.940000
4.850000 -0.420915 2.940000
4.900000 -0.362421 2.940000
4.950000 -0.285611 2.940000
5.000000 -0.192139 2.940000
5.050000 -0.084304 2.940000
5.100000 -0.000001 0.455453
5.150000 -0.000001 0.252685
5.200000 -0.000001 0.027331
5.250000 -0.000001 -0.220046
5.300000 -0.000001 -0.488828
5.350000 -0.000001 -0.778342
5.400000 -0.000001 -1.087866
5.450000 -0.000001 -1.416625
5.500000 -0.000001 -1.763798
5.550000 -0.000001 -2.128517
5.600000 -0.000001 -2.509870
5.650000 -0.000001 -2.906905
5.700000 -0.000001 -3.318628
5.750000 -0.000001 -3.744011
5.800000 0.032334 -2.940000
5.850000 0.104251 -2.940000
5.900000 0.194931 -2.940000
5.950000 0.301477 -2.940000
6.000000 0.420336 -2.940000
6.050000 0.547438 -2.940000
6.100000 0.678346 -2.940000
6.150000 0.808416 -2.940000
6.200000 0.932974 -2.940000
6.250000 1.047495 -2.940000
6.300000 1.147766 -2.940000
6.350000 1.230040 -2.940000
6.400000 1.291184 -2.940000
6.450000 1.328791 -2.940000
6.500000 1.341274 -2.940000
6.550000 1.327922 -2.940000
6.600000 1.288930 -2.940000
6.650000 1.225393 -2.940000
6.700000 1.139262 -2.940000
6.750000 1.033275 -2.940000
6.800000 0.910853 -2.940000
6.850000 0.775984 -2.940000
6.900000 0.633062 -2.940000
6.950000 0.486729 -2.940000
7.000000 0.341703 -2.940000
7.050000 0.202611 -2.940000
7.100000 0.073807 -2.940000
7.150000 0.000001 -0.808004
7.200000 0.000001 -1.120022
7.250000 0.000001 -1.412127
7.300000 0.000001 -1.683589
7.350000 0.000001 -1.933729
7.400000 0.000001 -2.161921
7.450000 0.000001 -2.367596
7.500000 0.000001 -2.550240
7.550000 0.000001 -2.709395
7.600000 0.000001 -2.844664
7.650000 0.000001 -2.955709
7.700000 0.000001 -3.042253
7.750000 0.000001 -3.104078
7.800000 0.000001 -3.141032
7.850000 0.000001 -3.153020
7.900000 0.000001 -3.140014
7.950000 0.000001 -3.102045
8.000000 0.000001 -3.039209
8.050000 0.000001 -2.951663
8.100000 0.000001 -2.839625
8.150000 0.000001 -2.703376
8.200000 0.000001 -2.543256
8.250000 0.000001 -2.359665
8.300000 0.000001 -2.153062
8.350000 0.000001 -1.923964
8.400000 0.000001 -1.672943
8.450000 0.000001 -1.400627
8.500000 0.000001 -1.107696
8.550000 0.000001 -0.794883
8.600000 0.000001 -0.462969
8.650000 0.000001 -0.112783
8.700000 0.000001 0.254797
8.750000 0.000001 0.638855
8.800000 0.000001 1.038430
8.850000 0.000001 1.452524
8.900000 0.000001 1.880100
8.950000 0.000001 2.320092
9.000000 0.000001 2.771398
9.050000 0.000001 3.232891
9.100000 0.000001 3.703417
9.150000 -0.029674 2.940000
9.200000 -0.102591 2.940000
9.250000 -0.195983 2.940000
9.300000 -0.306603 2.940000
9.350000 -0.430497 2.940000
9.400000 -0.563151 2.940000
9.450000 -0.699665 2.940000
9.500000 -0.834925 2.940000
9.550000 -0.963808 2.940000
9.600000 -1.081368 2.940000
9.650000 -1.183016 2.940000
9.700000 -1.264699 2.940000
9.750000 -1.323047 2.940000
9.800000 -1.355506 2.940000
9.850000 -1.360430 2.940000
9.900000 -1.337143 2.940000
9.950000 -1.285968 2.940000
10.000000 -1.208216 2.940000
10.050000 -1.106137 2.940000
10.100000 -0.982837 2.940000
10.150000 -0.842166 2.940000
10.200000 -0.688579 2.940000
10.250000 -0.526964 2.940000
10.300000 -0.362460 2.940000
10.350000 -0.200283 2.940000
10.400000 -0.045519 2.940000
10.450000 -0.000001 0.214117
10.500000 -0.000001 0.460609
10.550000 -0.000001 0.685054
10.600000 -0.000001 0.886890
10.650000 -0.000001 1.065615
10.700000 -0.000001 1.220780
10.750000 -0.000001 1.351998
10.800000 -0.000001 1.458941
10.850000 -0.000001 1.541342
10.900000 -0.000001 1.598994
10.950000 -0.000001 1.631754
11.000000 -0.000001 1.639540
11.050000 -0.000001 1.622333
11.100000 -0.000001 1.580174
11.150000 -0.000001 1.513171
11.200000 -0.000001 1.421489
11.250000 -0.000001 1.305359
11.300000 -0.000001 1.165071
11.350000 -0.000001 1.000974
11.400000 -0.000001 0.813481
11.450000 -0.000001 0.603058
11.500000 -0.000001 0.370232
11.550000 -0.000001 0.115585
11.600000 -0.000001 -0.160247
11.650000 -0.000001 -0.456573
11.700000 -0.000001 -0.772654
11.750000 -0.000001 -1.107700
11.800000 -0.000001 -1.460873
11.850000 -0.000001 -1.831290
11.900000 -0.000001 -2.218025
11.950000 -0.000001 -2.620112
12.000000 -0.000001 -3.036546
12.050000 -0.000001 -3.466286
12.100000 -0.000001 -3.908257
12.150000 0.057506 -2.940000
12.200000 0.137574 -2.940000
12.250000 0.235800 -2.940000
12.300000 0.348929 -2.940000
12.350000 0.473079 -2.940000
12.400000 0.603906 -2.940000
12.450000 0.736749 -2.940000
12.500000 0.866810 -2.940000
12.550000 0.989334 -2.940000
12.600000 1.099791 -2.940000
12.650000 1.194033 -2.940000
12.700000 1.268457 -2.940000
12.750000 1.320139 -2.940000
12.800000 1.346944 -2.940000
12.850000 1.347608 -2.940000
12.900000 1.321780 -2.940000
12.950000 1.270043 -2.940000
13.000000 1.193886 -2.940000
13.050000 1.095658 -2.940000
13.100000 0.978471 -2.940000
13.150000 0.846093 -2.940000
13.200000 0.702813 -2.940000
13.250000 0.553268 -2.940000
13.300000 0.402278 -2.940000
13.350000 0.254678 -2.940000
13.400000 0.115123 -2.940000
13.450000 0.000001 -0.545682
13.500000 0.000001 -0.851088
13.550000 0.000001 -1.136330
13.600000 0.000001 -1.400694
13.650000 0.000001 -1.643520
13.700000 0.000001 -1.864201
13.750000 0.000001 -2.062185
13.800000 0.000001 -2.236978
13.850000 0.000001 -2.388142
13.900000 0.000001 -2.515299
13.950000 0.000001 -2.618133
14.000000 0.000001 -2.696385
14.050000 0.000001 -2.749860
14.100000 0.000001 -2.778425
14.150000 0.000001 -2.782008
14.200000 0.000001 -2.760601
14.250000 0.000001 -2.714256
14.300000 0.000001 -2.643089
14.350000 0.000001 -2.547279
14.400000 0.000001 -2.427065
14.450000 0.000001 -2.282747
14.500000 0.000001 -2.114686
14.550000 0.000001 -1.923302
14.600000 0.000001 -1.709074
14.650000 0.000001 -1.472537
14.700000 0.000001 -1.214282
14.750000 0.000001 -0.934955
14.800000 0.000001 -0.635253
14.850000 0.000001 -0.315927
14.900000 0.000001 0.022227
14.950000 0.000001 0.378362
15.000000 0.000001 0.751589
15.050000 0.000001 1.140974
15.100000 0.000001 1.545545
15.150000 0.000001 1.964290
15.200000 0.000001 2.396162
15.250000 0.000001 2.840083
15.300000 0.000001 3.294942
15.350000 0.000001 3.759602
15.400000 -0.036738 2.940000
15.450000 -0.111812 2.940000
15.500000 -0.206823 2.940000
15.550000 -0.318505 2.940000
15.600000 -0.442902 2.940000
15.650000 -0.575526 2.940000
15.700000 -0.711515 2.940000
15.750000 -0.845821 2.940000
15.800000 -0.973393 2.940000
15.850000 -1.089378 2.940000
15.900000 -1.189287 2.940000
15.950000 -1.269171 2.940000
16.000000 -1.325769 2.940000
16.050000 -1.356631 2.940000
16.100000 -1.360210 2.940000
16.150000 -1.335918 2.940000
16.200000 -1.284155 2.940000
16.250000 -1.206288 2.940000
16.300000 -1.104609 2.940000
16.350000 -0.982241 2.940000
16.400000 -0.843034 2.940000
16.450000 -0.691420 2.940000
16.500000 -0.532242 2.940000
16.550000 -0.370581 2.940000
16.600000 -0.211571 2.940000
16.650000 -0.060205 2.940000
16.700000 -0.000001 0.293432
16.750000 -0.000001 0.554220
16.800000 -0.000001 0.793363
16.850000 -0.000001 1.010265
16.900000 -0.000001 1.204382
16.950000 -0.000001 1.375230
17.000000 -0.000001 1.522383
17.050000 -0.000001 1.645471
17.100000 -0.000001 1.744187
17.150000 -0.000001 1.818285
17.200000 -0.000001 1.867580
17.250000 -0.000001 1.891947
17.300000 -0.000001 1.891327
17.350000 -0.000001 1.865721
17.400000 -0.000001 1.815192
17.450000 -0.000001 1.739868
17.500000 -0.000001 1.639936
17.550000 -0.000001 1.515646
17.600000 -0.000001 1.367309
17.650000 -0.000001 1.195296
17.700000 -0.000001 1.000036
17.750000 -0.000001 0.782017
17.800000 -0.000001 0.541785
17.850000 -0.000001 0.279941
17.900000 -0.000001 -0.002863
17.950000 -0.000001 -0.305918
18.000000 -0.000001 -0.628467
18.050000 -0.000001 -0.969705
18.100000 -0.000001 -1.328777
18.150000 -0.000001 -1.704787
18.200000 -0.000001 -2.096795
18.250000 -0.000001 -2.503821
18.300000 -0.000001 -2.924847
18.350000 -0.000001 -3.358822
18.400000 -0.000001 -3.804660
18.450000 0.042134 -2.940000
18.500000 0.118017 -2.940000
18.550000 0.212935 -2.940000
18.600000 0.323732 -2.940000
18.650000 0.446600 -2.940000
18.700000 0.577217 -2.940000
18.750000 0.710913 -2.940000
18.800000 0.842835 -2.940000
18.850000 0.968139 -2.940000
18.900000 1.082169 -2.940000
18.950000 1.180623 -2.940000
19.000000 1.259720 -2.940000
19.050000 1.316340 -2.940000
19.100000 1.348144 -2.940000
19.150000 1.353658 -2.940000
19.200000 1.332332 -2.940000
19.250000 1.284559 -2.940000
19.300000 1.211663 -2.940000
19.350000 1.115849 -2.940000
19.400000 1.000123 -2.940000
19.450000 0.868178 -2.940000
19.500000 0.724268 -2.940000
